location,date,weather,temperature_celsius,time,ringer,ring_id,ring_recap,tag_id,species,sex,age,tars_mm,wing_mm,8prim_mm,fat,muscle,tail_mm,tail_fork_mm,weight_g,blood,faeces,cloaca,feather,choane,ectoparasites,comments
Dedelow-MS,23/05/2023,sun,22,09:50:00,MG,VH80502,y,,MS,m?,a,11.1,117,90,1,1,,,19.7,y,n,y,y,y,,
Wiebke,23/05/2023,sun,22,10:00:00,MG,VH80545,y,,MS,?,a,10.7,116,83,2,2,,,17.4,y,y,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,10:05:00,MG,VH80554,,2884,MS,m?,a,11.5,115,90,3,2,,,20.2,y,n,n,y,y,,
Dedelow-MS,23/05/2023,sun,22,10:14:00,MG,VH80555,,,MS,m?,a,10.7,117,85,1,1,,,17.2,y,n,n,n,n,LF,
Dedelow-MS,23/05/2023,sun,22,10:20:00,MG,VH80556,,,MS,m?,a,11.3,110,82,2,2,,,19.1,n,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,10:24:00,MG,VH80557,,,MS,f,a,11.5,115,91,3,2,,,18.8,y,y,y,y,y,,wenig Blut
Dedelow-MS,23/05/2023,sun,22,10:30:00,M ,VH80525,y,2869,MS,f,a,11.6,115,90,2,2,,,20.3,y,n,y,y,y,,Nest bekannt
Dedelow-MS,23/05/2023,sun,22,10:37:00,MG,VH80363,y,,MS,f,a,11.5,109,85,2,2,,,18.5,y,y,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,10:42:00,MG,VH80558,,,MS,f'?,a,10.7,109,85,2,2,,,18.9,y,y,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,10:50:00,E,VH80559,,,MS,f,a,11,119,90,2,2,,,19.3,y,y,y,n,y,LF,
Dedelow-MS,23/05/2023,sun,22,10:53:00,MG,VH80560,,,MS,?,a,11.8,110,85,2,2,,,19.9,n,y,n,n,y,LF,
Dedelow-MS,23/05/2023,sun,22,11:00:00,E,VH80561,,,MS,?,a,13.6,111,83,1,0,,,,n,y,n,n,n,LF,ist weggeflogen
Dedelow-MS,23/05/2023,sun,22,11:03:00,MG,VH805562,,,MS,f,a,11,111,89,3,2,,,19.5,y,y,y,y,y,LF,
Dedelow-MS,23/05/2023,sun,22,11:06:00,E,VH805563,,,MS,f,a,11.6,116,85,3,1,,,20.2,y,y,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,11:09:00,MG,VH80559,y,,MS,,a,,,,,,,,,,,,,,,recatch
Dedelow-MS,23/05/2023,sun,22,11:10:00,MG,VH80423,y,,MS,m?,a,11.9,117,90,2,2,,,18.6,y,y,y,y,y,,dead
Dedelow-MS,23/05/2023,sun,22,11:24:00,J,VH80564,,,MS,?,a,12.5,114,84,1,1,,,19.7,y,y,y,y,y,LF,
Dedelow-MS,23/05/2023,sun,22,11:30:00,MG,VH80565,,2956,MS,f?,a,11.9,113,89,1,1,,,20.2,y,y,y,y,n,,
Dedelow-MS,23/05/2023,sun,22,11:31:00,U,VH80566,,,MS,?,a,13,113,87,2,1,,,19.7,y,y,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,11:45:00,MG,VH80567,,,MS,f?,a,11.5,110,86,1,1,,,18.2,y,n,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,11:50:00,U,VH80568,,,MS,m?,a,11.5,110,83,0,2,,,17.9,y,y,y,n,y,LF,
Dedelow-MS,23/05/2023,sun,22,11:55:00,MG,VH80507,y,,MS,m?,a,11.3,106,85,3,2,,,18.9,y,y,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,12:00:00,MG,VH80569,,2973,MS,f,a,11.4,112,88,1,2,,,20.6,y,y,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,12:00:00,U,VH80570,,,MS,?,a,11.4,110,89,2,0,,,19.6,y,y,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,12:03:00,MG,VH80571,,,MS,m,a,11.7,110,87,2,2,,,16.5,y,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,12:05:00,MG,VH80572,,,MS,m?,a,11.3,111,89,1,2,,,17.6,y,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,12:07:00,U,VH80574,,2892,MS,m?,a,11,109,84,1,2,,,20,y,y,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,12:10:00,MG,VH80573,,,MS,f,a,11,115,90,2,2,,,17.1,n,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,12:25:00,MG,VH80575,,,MS,m,a,11.8,110,87,1,0,,,19.7,y,y,y,n,y,LF++,
Dedelow-MS,23/05/2023,sun,22,12:25:00,U,VH80561,y,2967,MS,,a,,,,,,,,20.2,y,n,y,y,y,,wurde gefangen war aber weggeflogen
Dedelow-MS,23/05/2023,sun,22,12:30:00,MG,VH80576,,2870,MS,f?,a,11.3,110,86,1,1,,,20.4,y,n,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,12:35:00,U,VH80528,y,,MS,?,a,13,108,82,3,2,,,21.5,n,y,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,12:40:00,MG,VH80577,,,MS,f,a,10.6,111,84,4,2,,,22,y,y,n,n,n,LF,pregnant
Dedelow-MS,23/05/2023,sun,22,12:45:00,U,VH80502,y,,MS,?,a,,,,,,,,19.5,n,y,n,n,n,,
Wiebke,23/05/2023,sun,22,12:50:00,U,VH80468,y,,RS,?,a,10.6,124,95,0,1,,,20.6,n,n,y,n,y,,Rauchschwalbe mit falschem Ring
Dedelow-MS,23/05/2023,sun,22,12:52:00,MG,VH80578,,,MS,m?,a,11.6,117,90,1,1,,,19.1,y,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,12:53:00,U,ZI13624,y,,MS,?,a,10.7,107,77,2,1,,,19.2,y,y,y,n,y,LF,
Dedelow-MS,23/05/2023,sun,22,12:55:00,MG,VH80576,y,,MS,,a,,,,,,,,,,,,,,,
Dedelow-MS,23/05/2023,sun,22,12:56:00,MG,VH80579,,,MS,f,a,11,110,86,3,2,,,20.5,y,y,n,n,n,,pregnant
Dedelow-MS,23/05/2023,sun,22,13:00:00,MG,VH80580,,,MS,f,a,10.8,111,86,4,3,,,21.3,y,n,n,n,n,,pregnant
Dedelow-MS,23/05/2023,sun,22,13:00:00,U,VH80581,,,MS,f,a,10.4,112,86,0,1,,,21.6,y,n,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,13:03:00,MG,VH80503,y,,MS,f?,a,10.7,115,92,3,2,,,19.5,y,y,n,n,n,LF,
Dedelow-MS,23/05/2023,sun,22,13:10:00,U,VH80582,,,MS,f?,a,10.6,111,87,1,0,,,17.5,n,y,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,13:12:00,MG,VH80583,,,MS,f,a,11.7,114,88,2,2,,,20.1,y,y,n,n,n,,wenig Blut
Dedelow-MS,23/05/2023,sun,22,13:15:00,MG,VH80584,,,MS,f,a,11.4,114,90,3,1,,,19.2,y,y,y,n,y,LF,
Dedelow-MS,23/05/2023,sun,22,13:18:00,U,VH80562,Y,,MS,,a,,,,,,,,19.1,,,,,,,was caught today
Dedelow-MS,23/05/2023,sun,22,13:20:00,U,VH80501,Y,,MS,?,a,10.8,116,83,1,1,,,19.6,y,y,y,n,y,,was tagged the year before
Dedelow-MS,23/05/2023,sun,22,13:25:00,MG,VH80559,Y,,MS,,a,,,,,,,,,,,,,,,drei mal gefangen heute
Dedelow-MS,23/05/2023,sun,22,13:30:00,MG,VH80512,Y,,MS,f,a,11.5,110,88,2,1,,,19.6,y,y,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,13:30:00,U,VH80545,Y,,MS,,a,,,,,,,,18,n,y,n,y,n,,
Dedelow-MS,23/05/2023,sun,22,13:35:00,MG,VH80585,,,MS,f,a,11.4,105,84,2,2,,,20.7,y,n,y,y,y,,Tag removed; little blood
Dedelow-MS,23/05/2023,sun,22,13:35:00,U,VH80586,,,MS,f,a,10.5,108,77,3,1,,,17.7,n,y,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,13:38:00,MG,VH80575,Y,2986,MS,m,a,,,,,,,,20,n,y,n,y,n,,
Dedelow-MS,23/05/2023,sun,22,13:40:00,U,VH80587,,,MS,f,a,10.2,110,84,2,1,,,20.3,n,y,y,n,y,,tick + pregnant
Dedelow-MS,23/05/2023,sun,22,13:40:00,MG,VH80571,Y,,MS,,a,,,,,,,,17.5,,,,,,,
Dedelow-MS,23/05/2023,sun,22,13:45:00,MG,VH80588,,,MS,f,a,11.8,109,88,2,2,,,18.9,y,n,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,14:15:00,U,VH80413,Y,,MS,f,a,10.5,109,83,1,1,,,20.6,n,y,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,14:15:00,MG,VH80528,Y,,MS,f,a,11.2,110,82,3,2,,,21.6,y,n,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,14:17:00,MG,VH80559,Y,,MS,,a,,,,,,,,,,,,,,,
Wiebke,23/05/2023,sun,22,14:20:00,MG,ZI13624,Y,,MS,,a,,,,,,,,19.5,,,,,,,
Dedelow-MS,23/05/2023,sun,22,14:20:00,U,VH80589,,,MS,f,a,11.6,111,86,2,2,,,23.1,y,n,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,14:25:00,MG,VH80590,,2976,MS,f?,a,11.6,112,86,2,2,,,20.1,y,n,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,14:30:00,U,VH80591,,2987,MS,?,a,10.9,112,85,2,2,,,21.2,y,y,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,14:32:00,MG,VH80592,,2952,MS,m?,a,10.9,112,85,2,2,,,20.7,y,n,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,14:35:00,MG,VH80593,,2864,MS,f,a,10.6,108,84,3,4,,,20.3,y,y,y,y,y,,
Wiebke,23/05/2023,sun,22,14:40:00,U,ZK22706,,2894,RS,m,a,11.3,118,90,0,1,97,44,19.1,y,y,y,y,y,LF +,
Dedelow-MS,23/05/2023,sun,22,14:55:00,MG,VH80509,Y,,MS,m,a,11.3,112,89,1,1,,,19.6,y,y,y,y,y,,
Dedelow-MS,23/05/2023,sun,22,15:00:00,U,VH80594,,,MS,f,a,11.6,108,84,,,,,20.8,y,y,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,15:10:00,MG,VH80354,Y,,MS,f,a,11.4,112,91,3,2,,,19.8,y,y,n,n,n,,was tagged last year; blutet stark
Dedelow-MS,23/05/2023,sun,22,15:12:00,U,VH80560,Y,,MS,,a,,,,,,,,19.8,,,,,,,
Wiebke,23/05/2023,sun,22,15:13:00,U,ZK22707,,2880,RS,,a,11.2,130,100,1,1,,,19.4,n,y,y,n,n,LF ++,tail broken and one side missing
Wiebke,23/05/2023,sun,22,14:20:00,MG,ZK22706,,2876,RS,f,a,10.8,122,92,3,2,84,28,19.7,y,y,y,n,y,LF++,
Dedelow-MS,23/05/2023,sun,22,15:20:00,U,VH80595,,,MS,f,a,10,112,86,3,2,,,22.5,n,y,y,n,n,,pregnant
Dedelow-MS,23/05/2023,sun,22,15:23:00,MG,VH80532,Y,,MS,f,a,11.6,112,87,3,3,,,20.8,y,y,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,15:30:00,MG,VH80578,Y,,MS,,a,,,,,,,,18.5,,,,,,,
Wiebke,23/05/2023,sun,22,15:35:00,U,ZK22602,Y,,RS,f,a,11,131,100,1,1,85,35,19.2,y,n,y,n,y,,
Dedelow-MS,23/05/2023,sun,22,15:38:00,MG,ZK22709,,,MS,,a,,,,,,,,,,,,,,,"ürsprünglich ZK56910, zu enger Ring"
Dedelow-MS,23/05/2023,sun,22,15:42:00,MG,VH80596,,,MS,?,a,10.3,114,90,3,2,91,,18.9,y,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,15:45:00,U,VH80573,Y,,MS,,a,,,,,,,,17.7,n,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,15:46:00,U,VH80507,,,MS,f,a,11.6,109,84,2,2,,,20.5,y,n,y,n,y,,pregnant
Dedelow-MS,23/05/2023,sun,22,15:46:00,MG,VH80509,Y,,MS,,a,,,,,,,,19.6,n,n,n,n,n,,to light to tag
Wiebke,23/05/2023,sun,22,15:48:00,MG,ZV22710,,,RS,f,a,10.9,122,86,2,1,91,28,20.3,n,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,15:51:00,MG,VH80059,Y,,MS,,a,,,,,,,,21,n,n,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,15:51:00,U,VH80571,Y,,MS,,a,,,,,,,,17.4,n,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,15:55:00,MG,VH80580,Y,,MS,,a,,,,,,,,21.7,n,n,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,16:00:00,MG,VH80567,y,,MS,,a,,,,,,,,18.9,n,n,n,n,n,,
Wiebke,23/05/2023,sun,22,16:16:00,MG,ZK22711,,2865,RS,m,a,10.8,124,96,3,2,99,43,19,n,y,y,y,y,,blood sampling not possible
Dedelow-MS,23/05/2023,sun,22,16:25:00,U,VH80502,Y,,MS,,a,,,,,,,,21.3,n,y,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,16:25:00,MG,VH80544,Y,,MS,m,a,10.4,112,87,2,1,,,21.8,y,n,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,16:26:00,U,VH80571,Y,,MS,,a,,,,,,,,17.4,n,n,n,n,n,,
Dedelow-MS,23/05/2023,sun,22,17:02:00,MG,VH80561,Y,,MS,,a,,,,,,,,,,,,,,,Tag neu befestigt
MVA-Kutzerow,23/05/2023,cloudy,19,11:22:00,CL,VH80601,,,MS,m,a,11.2,109,,2,2,,,19.5,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,11:30:00,CL,VH80602,,,MS,,a,11.2,111,,2,1,,,19,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,11:35:00,CL,VH80603,,,MS,m,a,11.5,111,,2,1,,,18.5,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,11:41:00,CL,VH80604,,2974,MS,f,a,11.1,111,,3,1,,,21.5,y,y,y,n,y,,
MVA-Kutzerow,23/05/2023,cloudy,19,12:06:00,CL,VH80605,,2878,MS,f,a,11,108,,3,2,,,20.2,y,y,y,y,y,,
MVA-Kutzerow,23/05/2023,cloudy,19,12:19:00,CL,VH80606,,,MS,,a,12,111,85,2,1,,,19,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,12:34:00,CL,VH80607,,2959,MS,m,a,11.3,106,82,2,1,,,20,y,y,y,y,y,LF,
MVA-Kutzerow,23/05/2023,cloudy,19,12:45:00,CL,VH80608,,,MS,,a,11.3,114,89,2,2,,,19,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,12:48:00,CL,VH80609,,2899,MS,m,a,11.4,113,96,2,2,,,21,y,y,y,y,y,,
MVA-Kutzerow,23/05/2023,cloudy,19,13:19:00,CL,VH80610,,,MS,m,a,12.1,114,85,2,1,,,19.5,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,13:31:00,CL,VH80611,,2863,MS,m,a,11.1,111,87,2,2,,,20,y,y,y,y,y,,
MVA-Kutzerow,23/05/2023,cloudy,19,13:40:00,CL,VH80612,,,MS,m,a,11.6,112,86,2,2,,,18.5,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,13:47:00,CL,VH80613,,,MS,m,a,11.3,111,86,2,1,,,19.5,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,14:10:00,CL,VH80614,,2882,MS,m,a,11.5,113,89,3,1,,,21,y,y,y,y,y,,
MVA-Kutzerow,23/05/2023,cloudy,19,14:22:00,CL,VH80615,,,MS,f,a,11.5,113,88,3,2,,,20.5,n,n,n,n,n,,dicker Legebauch
MVA-Kutzerow,23/05/2023,cloudy,19,14:26:00,CL,VH80616,,,MS,f,a,12,116,89,3,2,,,19,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,14:29:00,CL,VH80617,,2975,MS,m,a,12,116,89,2,1,,,20,y,y,y,y,y,,blutet stark
MVA-Kutzerow,23/05/2023,cloudy,19,14:53:00,CL,VH80618,,,MS,f,a,11.8,110,83,3,1,,,20.8,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,19,15:18:00,CL,VH80619,,2984,MS,f,a,11.8,112,89,2,1,,,21.5,y,y,y,y,y,y,dicker Legenbauch
MVA-Kutzerow,23/05/2023,cloudy,18,15:28:00,CL,VH80620,,,MS,m,a,11.6,111,86,2,1,,,19,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,18,15:33:00,CL,VH80621,,,MS,m,a,11.6,111,87,2,2,,,19.5,n,n,n,n,n,,
MVA-Kutzerow,23/05/2023,cloudy,18,15:47:00,CL,VH80622,,2875,MS,m,a,11.5,112,87,2,1,,,20,y,n,y,y,y,,
MVA-Kutzerow,23/05/2023,cloudy,18,16:00:00,CL,VH80623,,,MS,m,a,11.8,110,84,2,1,,,20.5,n,n,n,n,n,LF,
MVA-Kutzerow,23/05/2023,cloudy,18,16:25:00,CL,VH80624,,,MS,m,a,11.7,112,84,2,1,,,18.5,n,n,n,n,n,,
Futterhaus,23/05/2023,cloudy/warm,,10:20:00,WU,ZK56901,,,RS,m,a,11.2,128,,1,2,,88,19.5,n,y,n,n,y,LF,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56902,,,RS,f?,a,11.9,125,,0,3,,26,19,y,y,y,n,y,LF,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56903,,,RS,f,a,11.9,123,,1,3,88,39,22,,,,,,,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56904,,,RS,m,a,11.1,127,,1,2,,53,19,n,n,y,n,y,,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56905,,2897,RS,m,a,11.2,120,,0,3,,100,,n,y,y,n,y,,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56906,,2888,RS,m,a,11.5,121,,0,3,,71,19.3,y,y,y,n,y,LF,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56907,,2886,RS,m?,a,11.1,127,,1,3,,44,20.5,y,y,y,n,y,,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56908,,2972,RS,m,a,11.4,124,,1,2,,54,20.7,y,n,y,n,y,,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56909,,2985,RS,m,a,10.9,126,,0,3,,116,19.1,n,y,y,n,y,LF,"Vene nicht gefunden, hat gezittert"
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZI13670,,2879,RS,m,a,11.4,127,,0,2,,41,21,n,y,n,n,n,,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56911,,2960,RS,m?,a,11.4,125,,1,3,,97,21,y,y,y,n,y,,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56912,,2983,RS,m,a,11.2,123,,1,2,,108,21,y,y,y,n,y,LF+,
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK56913,,2951,RS,m,a,11.8,126,,1,2,,36,22,n,n,y,n,y,,Vene nicht gefunden
Futterhaus,23/05/2023,cloudy/warm,,,WU,ZK22706,,2978,RS,m,a,11.1,122,,0,2,,95,19.5,n,y,y,n,y,,Vene nicht gefunden
Lutz-Nix,23/05/2023,cloudy/warm,,,CS,ZK56807,,2861,RS,m,a,11.6,126,,2,3,,73.7,21,y,y,y,y,y,,
Lutz-Nix,23/05/2023,cloudy/warm,,,CS,ZK56808,,2872,RS,f,a,11.9,124,,5,4,,44.3,22,y,y,y,y,y,,
Lutz-Nix,23/05/2023,cloudy/warm,,,CS,ZK56809,,2881,RS,f,a,11.3,121,,3,3,,46.9,22,y,y,y,y,y,,
Lutz-Nix,23/05/2023,cloudy/warm,,,CS,ZK56810,,2958,RS,f,a,12.1,125,,3,3,,50,22.5,y,y,y,y,y,,
Lutz-Nix,23/05/2023,cloudy/warm,,,CS,ZK56811,,2955,RS,f,a,11.7,124,,2,2,,52.2,22,y,y,y,y,y,,
Lutz-Nix,23/05/2023,cloudy/warm,,,CS,ZK56812,,,RS,m,a,11.1,122,,1,1,,74.9,18,n,n,n,n,n,,
Lutz-Nix,23/05/2023,cloudy/warm,,,CS,ZK56813,,2896,RS,m,a,11.5,125,,1,2,,71.2,20,y,n,y,y,y,,
Fom.Martin Holzendorf,23/05/2023,cloudy/warm,,10:35,CS,ZK56801,,NA,RS,f,a,11.3,117,,1,3,,37.8,18.5,,,,,n,,
Fom.Martin Holzendorf,23/05/2023,cloudy/warm,,10:50,CS,ZK56802,,NA,RS,m,a,11.3,122,,1,2,,73.9,18.5,,,,,n,,
Fom.Martin Holzendorf,23/05/2023,cloudy/warm,,11:00,CS,ZK56803,,2868,RS,f,a,11.4,125,,4,1,,48.7,22,,,,,n,,
Fom.Martin Holzendorf,23/05/2023,cloudy/warm,,13:25,CS,ZK56804,,NA,RS,m,a,11.5,129,,1,2,,79,19,,,,,n,,
Fom.Martin Holzendorf,23/05/2023,cloudy/warm,,14:05,CS,ZK56805,,2889,RS,f,a,11.2,124,,1,1,,55.4,20,,,,,n,,
Fom.Martin Holzendorf,23/05/2023,cloudy/warm,,14:25,CS,ZK56806,,2965,RS,f,a,11.4,122,,2,1,,44.1,22,,,,,y,,
Futterhaus,24/05/2023,cloudy/coldwarm,,09:50:00,WU,ZK66914,,2966,RS,f,a,11.6,126,,1,1,,65,19.5,y,n,y,n,y,,
Futterhaus,24/05/2023,cloudy/coldwarm,,10:06:00,WU,ZK22669,,2873,RS,m,a,11.4,128,,1,3,,99,19.5,n,n,n,n,n,,"zu früh losgeflogen, nur 2 min getrocknet"
Futterhaus,24/05/2023,cloudy/coldwarm,,10:45:00,WU,ZK56915,,2963,RS,f,a,11.7,124,,2,2,,74,20.5,y,y,y,n,y,LF,"Beschriftung für CL/CH/Blood für ZK56916 doppelt , eine ist …15, eventuelle Sex test?"
Futterhaus,24/05/2023,cloudy/coldwarm,,11:05:00,WU,ZK56916,,2980,RS,m,a,11.3,126,,1,3,,53,19.7,y,y,y,n,y,LF+,"siehe kommentar von ZK56915, Tag weit unten"
Futterhaus,24/05/2023,cloudy/coldwarm,,11:55:00,WU,ZK56917,,,RS,f,a,11.4,126,,2,2,,54,22,,,,,,LF,
Futterhaus,24/05/2023,cloudy/coldwarm,,11:58:00,WU,ZK56918,,2895,RS,m,a,11.3,124,,1,3,,62.5,16,y,n,n,n,n,,keine swaps
Futterhaus,24/05/2023,cloudy/coldwarm,,13:08:00,WU,ZK56919,,2968,RS,f,a,10,119,,2,2,,53.9,19.2,y,y,y,n,y,LF,
Futterhaus,24/05/2023,cloudy/coldwarm,,,WU,ZK56920,,,RS,f,a,11.6,124,,3,2,,52.8,18.7,n,n,n,n,n,,
Futterhaus,24/05/2023,cloudy/coldwarm,,,WU,ZK56921,,,RS,f,a,10.4,126,,1,3,,57.1,21,n,n,n,n,n,LF,
